epoch,batch,avg_loss_group:0,exp_avg_loss_group:0,avg_acc_group:0,processed_data_count_group:0,update_data_count_group:0,update_batch_count_group:0,avg_loss_group:1,exp_avg_loss_group:1,avg_acc_group:1,processed_data_count_group:1,update_data_count_group:1,update_batch_count_group:1,avg_loss_group:2,exp_avg_loss_group:2,avg_acc_group:2,processed_data_count_group:2,update_data_count_group:2,update_batch_count_group:2,avg_loss_group:3,exp_avg_loss_group:3,avg_acc_group:3,processed_data_count_group:3,update_data_count_group:3,update_batch_count_group:3,avg_loss_group:4,exp_avg_loss_group:4,avg_acc_group:4,processed_data_count_group:4,update_data_count_group:4,update_batch_count_group:4,avg_loss_group:5,exp_avg_loss_group:5,avg_acc_group:5,processed_data_count_group:5,update_data_count_group:5,update_batch_count_group:5,avg_actual_loss,avg_per_sample_loss,avg_acc,model_norm_sq,reg_loss
0,49,1.0870803594589233,1.0349515676498413,0.42750927805900574,269.0,269.0,50.0,0.976481020450592,0.8057416081428528,0.5984849333763123,264.0,264.0,50.0,1.0980370044708252,1.0573747158050537,0.31020408868789673,245.0,245.0,49.0,1.0822018384933472,1.0241695642471313,0.36466163396835327,266.0,266.0,50.0,1.0898892879486084,1.0779370069503784,0.3394160568714142,274.0,274.0,49.0,1.1124458312988281,1.0970215797424316,0.26595744490623474,282.0,282.0,49.0,1.060389518737793,1.0746498107910156,0.3837500214576721,204179.984375,0.0
0,99,1.1223727464675903,1.2559247016906738,0.37407413125038147,270.0,270.0,50.0,0.6139776110649109,0.5783409476280212,0.8062015771865845,258.0,258.0,50.0,0.9348800778388977,0.9535605907440186,0.626505970954895,249.0,249.0,50.0,0.877597451210022,0.8970919251441956,0.718120813369751,298.0,298.0,50.0,0.9392302632331848,0.8878008127212524,0.5285715460777283,280.0,280.0,50.0,1.110708236694336,1.0705537796020508,0.2897959351539612,245.0,245.0,49.0,0.9466117024421692,0.9317899942398071,0.5612500309944153,204183.0,0.0
0,149,1.0316970348358154,1.0252970457077026,0.41999995708465576,250.0,250.0,50.0,0.6300920248031616,0.6070867776870728,0.7392995953559875,257.0,257.0,49.0,0.8849654793739319,0.9184196591377258,0.673539400100708,291.0,291.0,50.0,0.768916130065918,0.7540906667709351,0.7529413104057312,255.0,255.0,50.0,0.9034513831138611,0.8724355101585388,0.5555557608604431,279.0,279.0,50.0,0.9910072088241577,0.9785943627357483,0.45522385835647583,268.0,268.0,50.0,0.8927339315414429,0.8694432973861694,0.6000000238418579,204184.859375,0.0
0,199,0.9606409668922424,0.932417631149292,0.5111112594604492,270.0,270.0,50.0,0.5975210070610046,0.5446431636810303,0.7613635063171387,264.0,264.0,50.0,0.8632856607437134,0.8862265348434448,0.6908395290374756,262.0,262.0,50.0,0.6872954368591309,0.6624020934104919,0.7588652968406677,282.0,282.0,50.0,0.8597193360328674,0.8289439082145691,0.6224900484085083,249.0,249.0,50.0,0.8777900338172913,0.7026228904724121,0.5531136989593506,273.0,273.0,50.0,0.8245363235473633,0.8067647218704224,0.6500000357627869,204187.34375,0.0
0,249,0.8268884420394897,0.7110432982444763,0.5849055647850037,265.0,265.0,50.0,0.6136212348937988,0.6166976690292358,0.7366546988487244,281.0,281.0,50.0,0.6961886882781982,0.7181309461593628,0.7649571895599365,234.0,234.0,50.0,0.7424592971801758,0.7403953075408936,0.7410358190536499,251.0,251.0,49.0,0.8584825396537781,0.853959321975708,0.619999885559082,300.0,300.0,50.0,0.7837451696395874,0.6948568224906921,0.6356874704360962,269.0,269.0,50.0,0.7687437534332275,0.7557441592216492,0.6774998903274536,204189.921875,0.0
0,299,0.7853357791900635,0.7443976998329163,0.6162360310554504,271.0,271.0,50.0,0.5732199549674988,0.48840826749801636,0.7633587121963501,262.0,262.0,50.0,0.784590482711792,0.6705716848373413,0.6988416910171509,259.0,259.0,50.0,0.7514198422431946,0.7825217247009277,0.6899999380111694,300.0,300.0,50.0,0.8085654973983765,0.8412898778915405,0.6425857543945312,263.0,263.0,50.0,0.7193601131439209,0.7313775420188904,0.7061225771903992,245.0,245.0,50.0,0.7449242472648621,0.7378377914428711,0.6856249570846558,204191.46875,0.0
0,349,0.7484111785888672,0.7188965678215027,0.6598360538482666,244.0,244.0,50.0,0.5859051942825317,0.644232988357544,0.7832167148590088,286.0,286.0,50.0,0.6991959810256958,0.7338706254959106,0.7385160326957703,283.0,283.0,50.0,0.6114165186882019,0.7049785852432251,0.7886795401573181,265.0,265.0,50.0,0.7710282206535339,0.7011768817901611,0.669173002243042,266.0,266.0,50.0,0.624178946018219,0.6579239964485168,0.7187500596046448,256.0,256.0,50.0,0.6917362809181213,0.6718515157699585,0.7281250953674316,204193.125,0.0
0,399,0.819229245185852,0.8498885035514832,0.6175299286842346,251.0,251.0,50.0,0.5956850051879883,0.5636436343193054,0.7472922801971436,277.0,277.0,50.0,0.8134105205535889,0.8798140287399292,0.6879699230194092,266.0,266.0,49.0,0.6358256936073303,0.5795087814331055,0.7224199175834656,281.0,281.0,50.0,0.7646071314811707,0.7232788801193237,0.6838235855102539,272.0,272.0,50.0,0.6037210822105408,0.4828396141529083,0.7628457546234131,253.0,253.0,50.0,0.7251449227333069,0.7039875388145447,0.7043750286102295,204194.84375,0.0
0,449,0.7600326538085938,0.7366150617599487,0.6630038022994995,273.0,273.0,50.0,0.6890095472335815,0.5612285733222961,0.6940296292304993,268.0,268.0,50.0,0.687865138053894,0.6771767139434814,0.7275860905647278,290.0,290.0,50.0,0.5086698532104492,0.4583863615989685,0.7915059328079224,259.0,259.0,50.0,0.874126136302948,0.8086892366409302,0.615079402923584,252.0,252.0,49.0,0.6604629755020142,0.6612508296966553,0.7403100728988647,258.0,258.0,50.0,0.711194634437561,0.6962807178497314,0.7056249976158142,204196.453125,0.0
0,499,0.7236478328704834,0.7687934637069702,0.67870032787323,277.0,277.0,50.0,0.5130237340927124,0.6525160074234009,0.7999999523162842,260.0,260.0,49.0,0.6928168535232544,0.5711603164672852,0.7383512258529663,279.0,279.0,49.0,0.4959619641304016,0.49379295110702515,0.8225806951522827,248.0,248.0,50.0,0.7762618660926819,0.7400223016738892,0.6468254923820496,252.0,252.0,49.0,0.6348956823348999,0.6602491736412048,0.7464789152145386,284.0,284.0,50.0,0.6673688292503357,0.6412871479988098,0.7381249666213989,204198.484375,0.0
